battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,screen_area,pixel_density,camera_mp_ratio,log_ram,log_battery_power,log_int_memory,battery_power_bins,ram_bins,int_memory_bins
-0.9025972554689962,0,0.8307794171595058,0,-0.7646289836688318,0.0,-1.3824049302118342,0.33927578331462654,1.3506763768466552,-1.101463115726376,-1.30853034000225,-1.4106832241760667,-1.146423760093801,0.39165860037953526,-0.7846657790073346,0.28325010180006543,1.4624933239839084,0,0,1,1,-0.2222566617828552,-7.2764557569987165,0.5843418072121406,0.33049627348344557,-2.3289008907942517,,0,2,0
-0.49513856507006065,1,-1.2530641965198148,1,-0.9956154800981655,1.0,1.1563335470157583,0.6863810077826676,-0.12072673102592592,-0.6640336730304255,-0.6473049022351556,0.5879576925495278,1.7052396712701083,0.46727233181338423,1.1154515949910444,-0.6351877789758159,-0.7342672077230513,1,1,0,2,-0.7085212211773926,-1.4150723399615222,1.538093526961231,0.38340512052339726,-0.6834712736349267,0.7684093474889997,1,2,3
-1.5376864991634265,1,-1.2530641965198148,1,-0.5336424872394983,1.0,0.4940539442607342,1.38059145671875,0.1339391914904824,0.21082521236147503,-0.6473049022351556,1.3964474645131015,1.0756516409689856,0.4414530088847529,-0.3096364355077399,-0.8647972491697863,-0.36814045243855803,1,1,0,2,0.2677727376698316,5.609574073155277,0.8244066828426926,0.36565163880309043,,0.4014931933283417,0,2,2
-1.4193186114497691,1,1.1985165254558563,0,-0.9956154800981655,0.0,-1.2168350295230783,1.033486232250709,-0.26220779909059716,0.6482546550574253,-0.15138582390983477,1.2903049525514034,1.2376779722964804,0.594524709104496,0.8779369232412471,0.5128595719940358,-0.002013697154064715,1,0,0,2,0.45025835469126635,3.5468126258599852,6.57667577045492,0.4665757038072953,,,0,2,0
1.325905861293897,1,-0.39501094382833,0,2.007208973483172,1.0,0.6596238449494902,0.33927578331462654,0.02075433703874536,-1.101463115726376,0.6751459732990334,1.2722381420047313,-0.09093794458897729,-0.6577124529341253,-1.0221804507571322,-0.8647972491697863,0.730239813414922,1,1,0,1,0.8839788419699001,-0.13087951449583396,2.972999992394453,-1.0721041142834231,0.844109580918845,0.5065909772629046,3,1,2
1.4124054715461851,0,-1.2530641965198148,1,-0.30265599081016453,0.0,-0.5545554267680541,0.6863810077826676,0.6715672501362332,-1.538892558422326,-0.48199854279338206,0.8115344730645943,0.9321426046503474,-0.974921277485882,1.1154515949910444,-1.0944067193637566,-0.18507707479631136,1,0,0,1,-1.220757720683218,-0.6196691158853443,0.627918891738027,-3.685735500953401,0.8806243706845556,-0.8086824545545357,3,0,1
1.325905861293897,0,0.21788423666558773,0,-0.07166949438083083,1.0,-1.2168350295230783,1.033486232250709,-0.03583809018712315,1.5231135404493257,0.01392053553193884,-0.595418398257491,-0.5399823485537487,1.0104002319906655,0.16539290799185488,0.5128595719940358,1.2794299463416619,1,0,1,3,0.08482333600355146,3.7904124054933415,-5.1484725006731455,0.6983338226425159,0.844109580918845,,3,3,0
1.628654497176905,0,-1.2530641965198148,1,-0.9956154800981655,0.0,-0.44417549297555003,1.033486232250709,1.322380163233721,-0.2266042303344752,-1.6391430588857974,-0.29957437555573624,-0.23676164278372264,-1.3133388315861574,0.8779369232412471,-0.6351877789758159,-1.1003939630075448,1,1,1,0,-0.5576548043544688,-0.12718929477275598,0.60739999153883,,0.9664721172471542,-0.5873026694028287,3,0,1
0.47001498090283694,1,-1.2530641965198148,0,-0.9956154800981655,0.0,1.1563335470157583,0.6863810077826676,0.9545293862655758,1.0856840977533755,0.6751459732990334,-0.584126641665821,-0.9612508100052353,-0.9454134798531604,1.1154515949910444,-1.0944067193637566,1.645556701626155,1,0,0,0,-1.220757720683218,-0.45995384500428116,-1.474666989766953,-2.9079683104696077,0.3852725918290816,0.7684093474889997,2,0,3
-1.6606069979429936,1,-1.1304851604210313,1,-0.5336424872394983,1.0,-1.2720249964193302,-1.396250339025579,-1.337463916382099,0.21082521236147503,0.840452332740807,1.111895198403017,-0.06316200207569245,-1.485775024002374,1.590480938490639,0.9720785123819764,0.18104968048818193,1,0,0,0,1.5460723446598696,-0.04542447646260331,-0.6349467619409557,,,,0,0,0
